43008 2.444691 48.847791 25
10161 2.359510 48.875670 34
17117 2.310121 48.888186 30
19115 2.386120 48.898490 27
20107 2.412734 48.851285 23
4101 2.368401 48.853797 20
4103 2.353976 48.857204 25
4104 2.350221 48.861883 16
4105 2.363240 48.849960 36
21209 2.314630 48.811102 30
4107 2.368429 48.855501 18
43010 2.451960 48.849745 25
20118 2.408763 48.855586 23
19117 2.377389 48.886300 30
14117 2.320954 48.839325 39
20503 2.405907 48.847725 21
19119 2.376853 48.880574 26
19120 2.386100 48.877516 27
20104 2.411126 48.862162 22
19121 2.392961 48.875518 21
20119 2.396691 48.870136 25
19123 0.000000 0.000000 33
2101 2.345464 48.866067 22
2102 2.341879 48.870315 37
41601 2.417410 48.839030 24
18031 2.345586 48.895797 46
2107 2.348996 48.870001 16
2108 2.341395 48.871242 38
17119 2.310909 48.884924 31
15029 2.287250 48.850615 53
15005 2.312727 48.842651 42
13121 2.388581 48.824953 47
18102 2.358846 48.896483 33
21211 2.303170 48.811750 38
28001 2.241975 48.878707 30
18103 2.364732 48.898903 23
16124 2.249217 48.875096 66
18104 2.359435 48.892657 17
18105 2.352527 48.897407 32
15035 2.292174 48.842459 42
18108 2.368694 48.895090 21
14120 2.326807 48.821955 20
42003 2.398262 48.814660 30
41603 2.423771 48.845779 19
18110 2.361519 48.886666 17
42004 2.396719 48.819013 27
18111 2.333394 48.889496 24
16122 2.258577 48.880080 50
18112 2.333653 48.898014 25
20122 2.408758 48.860240 22
15041 2.306898 48.832854 36
42007 2.370650 48.812891 28
32602 2.416161 48.879400 56
14018 2.325043 48.822858 47
41102 2.334690 48.808800 32
41103 2.326970 48.810423 25
41604 2.417910 48.849312 30
20132 2.403928 48.852567 25
21305 2.260646 48.824126 25
21206 2.320885 48.818234 50
16031 2.275188 48.856151 19
15045 2.292588 48.828175 35
42012 2.379671 48.810200 25
32603 2.424974 48.881141 25
14122 2.309275 48.826503 19
22101 2.222189 48.843126 50
42013 2.368230 48.815911 24
41605 2.418908 48.836089 22
15049 2.287122 48.832179 23
35001 2.399326 48.910137 26
35002 2.396129 48.907226 31
35003 2.393256 48.902692 20
20105 2.415542 48.852553 30
18122 2.342963 48.899269 29
35006 2.409088 48.896332 22
35007 2.418030 48.893944 21
19101 2.382592 48.875070 24
35009 2.409108 48.892139 22
35010 2.402776 48.891079 24
35011 2.406498 48.890485 18
35012 2.414308 48.889486 25
35013 2.419849 48.889488 24
35014 2.412716 48.893269 25
32604 2.420209 48.881215 28
15052 2.295587 48.837677 48
31703 2.423649 48.875267 27
42202 2.405659 48.822736 23
15053 2.291541 48.839222 45
15054 2.287582 48.837970 19
13122 2.358514 48.828156 25
15055 2.283692 48.836709 53
10153 2.354463 48.879578 20
19102 2.379856 48.873153 15
15056 2.278718 48.836537 22
13101 2.348109 48.831122 34
32605 2.423273 48.882173 22
14124 2.333785 48.821112 24
33001 2.368026 48.903183 60
33003 2.383125 48.903964 45
15058 2.271590 48.840094 46
33006 2.385052 48.910144 29
21101 2.297840 48.902492 25
16102 2.281513 48.873569 27
33010 2.379144 48.911105 32
15059 2.278019 48.840714 64
33012 2.376424 48.915156 30
15011 2.301753 48.845831 62
17023 2.303457 48.890586 36
17108 2.318021 48.896181 54
14037 2.321850 48.825710 33
13102 2.365060 48.837420 50
32606 2.418912 48.883240 25
14125 2.336147 48.830723 24
21104 2.319177 48.903677 22
15063 2.283209 48.843295 19
15064 2.278414 48.846295 45
17105 2.282016 48.883498 41
15065 2.280008 48.846384 63
17109 2.320134 48.899538 31
31001 2.421430 48.849230 27
31002 2.419307 48.852814 25
31003 2.418772 48.854911 30
31004 2.422056 48.855501 46
21210 2.324031 48.817817 32
31006 2.424446 48.853760 27
31007 2.432570 48.857478 25
31008 2.437369 48.857702 56
13103 2.360460 48.837728 50
31010 2.444987 48.856811 44
15067 2.293077 48.852805 12
31012 2.441520 48.855810 25
31013 2.427390 48.858460 45
15068 2.270338 48.838171 20
21306 2.263816 48.829743 62
15069 2.288387 48.841249 46
15070 2.278274 48.838634 36
43401 2.464026 48.819954 45
15071 2.295008 48.854852 22
13104 2.365586 48.843790 27
14127 2.324442 48.842842 40
42701 2.353853 48.807211 30
21309 2.272254 48.823718 41
18101 2.349865 48.895470 22
41201 2.472409 48.846303 41
33102 2.407469 48.886527 18
33103 2.407990 48.884001 23
33104 2.403240 48.883620 55
41301 2.470375 48.836126 50
41302 2.479464 48.836481 50
16101 2.283458 48.876693 34
42702 2.358173 48.810477 20
8549 2.301123 48.870409 24
41202 2.463083 48.843674 65
16103 2.291508 48.872799 21
16104 2.288866 48.871361 34
12151 2.372650 48.845515 60
16105 2.281149 48.870809 31
13106 2.354247 48.829875 24
42703 2.362684 48.809582 45
16107 2.275726 48.865983 33
41203 2.455529 48.850125 51
16108 2.281891 48.863875 35
16110 2.273129 48.860998 21
13107 2.341967 48.828840 45
16111 2.276522 48.859403 32
42704 2.356972 48.812013 25
16112 2.282173 48.856986 36
15017 2.310466 48.836334 21
17041 2.287667 48.882878 39
19109 2.368856 48.886233 19
16115 2.262930 48.852619 41
16116 2.268257 48.849869 29
42705 2.361041 48.812800 25
21307 2.268631 48.822678 31
16118 2.258374 48.840610 26
20133 2.409615 48.853529 27
18019 2.335447 48.891878 49
13109 2.350422 48.822203 21
16121 2.270568 48.878721 33
42706 2.361346 48.814662 30
23001 2.277619 48.893615 35
23002 2.279179 48.898350 50
23003 2.285090 48.898340 25
23004 2.293848 48.898197 35
13050 2.384440 48.828370 59
23006 2.295000 48.890860 25
23007 2.292160 48.890380 25
23008 2.288914 48.893195 25
23009 2.288136 48.888763 50
23010 2.284205 48.891962 25
13051 2.379105 48.832641 19
2008 2.340564 48.867293 29
19125 2.378500 48.888790 30
13052 2.374332 48.828975 43
17011 2.314678 48.894151 54
13110 2.356345 48.821039 22
21201 2.311280 48.816291 22
13054 2.377263 48.831245 29
42707 2.361810 48.812368 25
12101 2.376358 48.848175 19
13055 2.380221 48.828595 61
15104 2.275731 48.837679 65
15105 2.297876 48.852767 24
21001 2.237570 48.848300 26
21002 2.246214 48.843177 20
21003 2.237011 48.845638 23
21004 2.239819 48.840023 31
15106 2.294661 48.849921 67
21006 2.233497 48.841597 26
21007 2.227979 48.840649 52
21008 2.246064 48.837923 33
13111 2.353260 48.818574 54
21010 2.232531 48.835504 25
15107 2.285480 48.833574 43
21012 2.234491 48.830586 50
21013 2.248821 48.825847 21
21014 2.241205 48.831429 22
21015 2.241835 48.827600 23
21016 2.245911 48.828753 25
21017 2.243901 48.833474 56
21018 2.250658 48.828243 26
21019 2.247863 48.834861 28
21020 2.253720 48.832000 28
21021 2.257006 48.833175 40
15109 2.281071 48.842441 29
15110 2.281039 48.836210 23
15061 2.284142 48.834768 22
16135 2.275283 48.872381 29
18022 2.349057 48.890451 47
15112 2.310936 48.838759 22
15113 2.313118 48.840400 25
19001 2.372946 48.894104 56
19002 2.370774 48.889351 40
19003 2.369830 48.884316 25
19004 2.371075 48.883397 16
15114 2.316168 48.838937 33
19006 2.376142 48.890678 55
19007 2.379200 48.892710 30
19008 2.381869 48.894650 25
19009 2.384650 48.896549 30
19010 2.388591 48.901164 22
15115 2.318292 48.841325 48
19012 2.374693 48.882701 60
19013 2.380127 48.884581 33
19014 2.382461 48.886335 18
19015 2.383375 48.889155 21
19016 2.386541 48.886394 30
19017 2.390992 48.888369 34
19018 2.392686 48.888786 60
19019 2.393638 48.886390 22
19020 2.390210 48.884662 23
19021 2.381221 48.882591 25
19022 2.373405 48.881447 23
19023 2.379407 48.876500 23
19024 2.381465 48.877951 19
19025 2.388960 48.879561 17
19026 2.392496 48.881953 16
19027 2.397896 48.880606 18
19028 2.392285 48.876468 20
15118 2.322257 48.843199 22
19030 2.376515 48.883777 27
19031 2.386349 48.883030 23
21308 2.273314 48.821292 25
19033 2.381134 48.895947 44
19034 2.397814 48.890342 52
19035 2.397846 48.885733 21
19036 2.400951 48.879930 33
19037 2.404770 48.876604 31
19038 2.389038 48.875550 19
19039 2.374834 48.879775 24
19040 2.399461 48.875636 40
15120 2.275343 48.829684 29
19043 2.397910 48.893800 51
19044 2.396079 48.897130 50
19045 2.379330 48.898830 65
19046 2.395289 48.889040 33
17001 2.326803 48.892823 45
17002 2.324400 48.887901 37
13114 2.367735 48.824811 22
17004 2.322529 48.888962 22
15122 2.302622 48.835525 14
17006 2.323291 48.892064 22
17007 2.322727 48.895914 34
17008 2.322478 48.898774 36
17009 2.317313 48.892634 33
17010 2.318885 48.894769 35
15123 2.296682 48.847992 42
17012 2.322206 48.884101 23
17013 2.316474 48.885438 21
17014 2.310714 48.896787 34
17015 2.313284 48.883688 49
